date, pm25, pm10, o3, no2, so2, co
2022/2/7, 27, 11, 16, 8, 2, 4
2022/2/8, 48, 8, 16, 9, 3, 4
2022/2/9, 59, 20, 16, 17, 3, 5
2022/2/10, 76, 11, 16, 14, 4, 4
2022/2/11, 67, 13, 19, 14, 2, 4
2022/2/12, 75, 32, 16, 25, 2, 9
2022/2/13, 112, 38, 19, 29, 4, 9
2022/2/14, 115, 38, 12, 27, 5, 9
2022/2/15, 124, 28, 13, 16, 5, 8
2022/2/16, 102, 4, 17, 6, 6, 3
2022/2/17, 17, 10, 15, 11, 5, 4
2022/2/18, 37, 9, 17, 6, 5, 3
2022/2/19, 26, 9, 16, 12, 4, 4
2022/2/20, 40, 7, 16, 11, 4, 4
2022/2/21, 31, 11, 14, 11, 2, 4
2022/2/22, 47, 19, 16, 11, 1, 4
2022/2/23, 53, 36, 18, 28, 1, 8
2022/2/24, 92, 21, 14, 21, 1, 6
2022/2/25, 82, 24, 11, 19, , 7
2022/2/26, 117, 18, 16, 10, , 5
2022/2/27, 82, 18, 14, 11, , 5
2022/2/28, 65, 32, 15, 20, 1, 7
2022/3/1, 93, 41, 16, 24, 3, 9
2022/3/2, 127, 41, 18, 21, 9, 8
2022/3/3, 145, 17, 14, 14, 3, 5
2022/3/4, 87, 12, 18, 9, 2, 5
2022/3/5, 74, 13, 19, 9, 2, 5
2022/3/6, 74, 19, 17, 15, 3, 5
2022/3/7, 97, 24, 16, 15, 7, 5
2022/3/8, 89, 42, 17, 15, 9, 6
2022/3/9, 116, 25, 21, 8, 1, 3
2022/3/10, 65, 37, 20, 14, 1, 5
2022/3/11, 79, 47, 21, 20, 2, 7
2022/3/12, 105, 48, 24, 18, 3, 8
2022/3/13, 124, 58, 21, 26, 2, 8
2022/3/14, 121, 60, 25, 25, 3, 8
2022/3/15, 124, 68, 22, 24, 4, 8
2022/3/16, 143, 55, 27, 12, 2, 5
2022/3/17, 112, 44, 31, 13, 1, 6
2022/3/18, 87, 48, 37, 12, 1, 6
2022/3/19, 107, 43, 37, 13, 1, 6
2022/3/20, 108, 57, 38, 26, 1, 8
2022/3/21, 112, 67, 36, 32, 2, 9
2022/3/22, 120, 59, 32, 30, 2, 8
2022/3/23, 116, 52, 35, 20, 3, 5
2022/3/24, 114, , , , , 
2022/3/27, 33, 38, 34, 18, 2, 
2022/3/28, 89, 38, 23, 17, 5, 
2022/3/29, 99, 34, 32, 13, 4, 
2022/3/30, 88, 16, 22, 8, 4, 
2022/3/31, 59, 12, 19, 10, 4, 
2021/10/1, 61, 25, 19, 14, 2, 6
2021/10/2, 64, 25, , 16, , 6
2021/10/3, 75, 32, , 22, , 
2021/10/30, 94, 35, 24, 25, 4, 7
2021/10/31, 83, 36, 22, 22, 5, 8
2021/11/1, 87, 27, 6, 21, 5, 7
2021/11/2, 95, 15, 18, 18, 5, 6
2021/11/3, 57, 16, 18, 15, 5, 5
2021/11/4, 48, 16, 18, 11, 4, 4
2021/11/5, 42, 23, 18, 15, 3, 6
2021/11/6, 72, 25, 19, 12, 4, 6
2021/11/7, 89, 10, 15, 11, 4, 4
2021/11/8, 54, 12, 7, 13, 3, 6
2021/11/9, 80, 24, 1, 20, 2, 10
2021/11/10, 107, 27, 7, 18, 4, 11
2021/11/11, 140, 19, 9, 14, 4, 6
2021/11/12, 118, 19, 8, 12, 4, 6
2021/11/13, 115, 17, 8, 13, 5, 7
2021/11/14, 117, 18, 5, 13, 3, 6
2021/11/15, 108, 22, 4, 15, 3, 7
2021/11/16, 99, 33, 9, 16, 3, 8
2021/11/17, 103, 19, 13, 10, 4, 5
2021/11/18, 69, 14, 15, 8, 4, 4
2021/11/19, 56, 16, 19, 7, 4, 4
2021/11/20, 63, 19, 15, 11, 6, 4
2021/11/21, 65, 24, 17, 15, 5, 5
2021/11/22, 77, 19, 16, 10, 4, 4
2021/11/23, 57, 27, 13, 21, 3, 6
2021/11/24, 67, 57, 2, 26, 5, 10
2021/11/25, 125, 40, 1, 18, 7, 11
2021/11/26, 129, 22, 8, 14, 7, 6
2021/11/27, 78, 36, 5, 14, 7, 8
2021/11/28, 116, 20, 10, 11, 7, 4
2021/11/29, 72, 12, 21, 8, 4, 4
2021/11/30, 47, 12, 24, 15, 4, 5
2021/12/1, 36, 17, 21, 12, 4, 4
2021/12/2, 42, 22, 18, 14, 4, 5
2021/12/3, 55, 27, 14, 23, 3, 8
2021/12/4, 75, 24, 18, 15, 4, 6
2021/12/5, 87, 38, , 14, 3, 10
2021/12/6, 124, 26, 4, 11, 2, 6
2021/12/7, 89, 26, 13, 11, 2, 5
2021/12/8, 84, 33, 9, 13, 3, 6
2021/12/9, 100, 52, 1, 21, 6, 10
2021/12/10, 148, 47, 3, 20, 6, 10
2021/12/11, 138, 43, 9, 16, 4, 8
2021/12/12, 132, 68, 3, 25, 4, 13
2021/12/13, 169, 84, 1, 23, 4, 13
2021/12/14, 163, 50, 4, 16, 5, 9
2021/12/15, 138, 28, 16, 13, 3, 6
2021/12/16, 85, 23, 16, 10, 1, 3
2021/12/17, 54, 22, 14, 9, 1, 4
2021/12/18, 67, 13, 20, 7, 2, 3
2021/12/19, 41, 11, 16, 10, 2, 4
2021/12/20, 40, 24, 13, 18, 3, 6
2021/12/21, 74, 47, 4, 21, 6, 9
2021/12/22, 131, 58, 14, 25, 7, 13
2021/12/23, 164, , , , , 
2021/12/26, 120, 48, 14, 14, 2, 7
2021/12/27, 136, 32, 14, 13, 3, 7
2021/12/28, 103, 49, 2, 21, 4, 11
2021/12/29, 139, 63, 3, 23, 5, 16
2021/12/30, 162, 12, 19, 8, 3, 5
2021/12/31, 41, 15, 16, 7, 1, 4
2022/1/1, 55, 22, 14, 14, 2, 7
2022/1/2, 74, 14, 24, 6, 3, 4
2021/7/1, 48, 7, 28, 10, 2, 4
2021/7/2, 52, 7, 24, 10, 2, 4
2021/7/3, 57, 9, 45, 11, 2, 4
2021/7/4, 57, 8, 50, 12, 2, 4
2021/7/5, 52, 12, 54, 12, 2, 5
2021/7/6, 54, 27, 53, 15, 2, 5
2021/7/7, 55, 35, 57, 11, 2, 4
2021/7/8, 58, 27, 41, 15, 3, 5
2021/7/9, 58, 11, 41, 6, 3, 3
2021/7/10, 22, 16, 35, 8, 3, 4
2021/7/11, 54, 19, 25, 16, 3, 6
2021/7/12, 57, 24, 46, 14, 3, 6
2021/7/13, 60, 38, 58, 18, 3, 5
2021/7/14, 69, 19, 36, 16, 3, 5
2021/7/15, 54, 24, 42, 11, 3, 5
2021/7/16, 62, 18, 42, 8, 3, 4
2021/7/17, 53, 18, 27, 7, 3, 4
2021/7/18, 58, 17, 31, 6, 3, 3
2021/7/19, 45, 15, 23, 11, 3, 4
2021/7/20, 54, 18, 30, 10, 3, 4
2021/7/21, 48, 19, 28, 11, 3, 4
2021/7/22, 49, 23, 50, 14, 3, 5
2021/7/23, 54, 21, 55, 13, 4, 4
2021/7/24, 55, 23, 39, 13, 4, 5
2021/7/25, 59, 14, 48, 12, 4, 5
2021/7/26, 43, 16, 49, 14, 4, 5
2021/7/27, 49, 21, 44, 14, 3, 5
2021/7/28, 51, 14, 41, 10, 2, 4
2021/7/29, 43, 17, 47, 16, 3, 5
2021/7/30, 40, 16, 34, 13, 3, 5
2021/7/31, 42, 13, 25, 11, 3, 5
2021/8/1, 38, 9, 32, 7, 2, 3
2021/8/2, 31, 10, 37, 8, 2, 4
2021/8/3, 27, 14, 38, 10, 2, 4
2021/8/4, 34, 9, 29, 9, 2, 4
2021/8/5, 40, 8, 29, 10, 3, 4
2021/8/6, 21, 12, 32, 9, 3, 4
2021/8/7, 30, 9, 32, 9, 2, 4
2021/8/8, 20, 12, 37, 12, 1, 4
2021/8/9, 23, 18, 39, 15, 2, 5
2021/8/10, 40, 14, 42, 9, 2, 4
2021/8/11, 38, 18, 44, 14, 2, 4
2021/8/12, 47, 28, 46, 19, 1, 6
2021/8/13, 56, 23, 54, 16, 2, 5
2021/8/14, 58, 22, 47, 15, 2, 5
2021/8/15, 60, 20, 41, 12, 3, 5
2021/8/16, 51, 9, 26, 8, 2, 4
2021/8/17, 28, 12, 35, 8, 2, 4
2021/8/18, 34, 11, 27, 9, 2, 4
2021/8/19, 31, 15, 23, 14, 2, 5
2021/8/20, 43, 18, 39, 12, 3, 4
2021/8/21, 51, 21, 38, 12, 2, 5
2021/8/22, 49, 11, 20, 13, 2, 5
2021/8/23, 41, 9, 20, 10, 2, 4
2021/8/24, 31, 18, 30, 12, 2, 5
2021/8/25, 45, 13, 13, 14, 2, 5
2021/8/26, 43, 11, 12, 13, 2, 5
2021/8/27, 45, 13, 22, 11, 2, 5
2021/8/28, 38, 14, 21, 9, 2, 5
2021/8/29, 50, 11, 13, 11, 2, 5
2021/8/30, 49, 8, 16, 9, 2, 4
2021/8/31, 28, 12, 18, 9, 1, 4
2021/9/1, 33, 20, 18, 12, 1, 5
2021/9/2, 46, 20, 30, 12, 2, 5
2021/9/3, 53, 22, 30, 10, 2, 5
2021/9/4, 64, 15, 29, 11, 1, 4
2021/9/5, 29, 22, 29, 17, 1, 5
2021/9/6, 39, 29, 25, 20, 1, 6
2021/9/7, 57, 27, 38, 19, 1, 6
2021/9/8, 60, 29, 39, 21, 2, 6
2021/9/9, 58, 27, 38, 22, 2, 6
2021/9/10, 55, 28, 38, 19, 2, 6
2021/9/11, 56, 21, 37, 13, 2, 6
2021/9/12, 63, 22, 22, 14, 2, 5
2021/9/13, 67, 29, 30, 18, 3, 6
2021/9/14, 67, 33, 31, 20, 2, 6
2021/9/15, 70, 30, 19, 19, 3, 7
2021/9/16, 81, 11, 14, 13, 3, 5
2021/9/17, 48, 10, 15, 6, 3, 3
2021/9/18, 33, 12, 14, 5, 3, 4
2021/9/19, 44, 12, 16, 9, 3, 4
2021/9/20, 42, 17, 18, 11, 2, 4
2021/9/21, 51, 14, 16, 12, 2, 4
2021/9/22, 44, 19, 28, 10, 3, 5
2021/9/23, 61, 16, 23, 10, 3, 4
2021/9/24, 32, 18, 18, 14, 3, 5
2021/9/25, 49, 24, 30, 12, 3, 6
2021/9/26, 65, 26, 25, 11, 2, 5
2021/9/27, 66, 24, 15, 11, 2, 4
2021/9/28, 53, 30, 9, 13, 2, 5
2021/9/29, 75, 23, 6, 15, 2, 6
2021/9/30, 69, 22, 18, 12, 2, 6
2021/4/1, 91, 23, 30, 9, 2, 5
2021/4/2, 73, 21, 28, 7, 3, 5
2021/4/3, 78, 16, 32, 5, 2, 4
2021/4/4, 53, 15, 38, 5, 2, 5
2021/4/5, 52, 17, 32, 8, 2, 5
2021/4/6, 58, 21, 27, 10, 3, 6
2021/4/7, 72, 14, 26, 10, 2, 5
2021/4/8, 61, 24, 36, 18, 2, 7
2021/4/9, 66, 36, 45, 23, 2, 8
2021/4/10, 74, 22, 40, 16, 1, 7
2021/4/11, 65, 21, 33, 14, 2, 7
2021/4/12, 75, 11, 30, 9, 1, 6
2021/4/13, 50, 12, 29, 10, 1, 6
2021/4/14, 57, 10, 24, 10, 2, 6
2021/4/15, 55, 12, 19, 11, 2, 6
2021/4/16, 66, 17, 20, 12, 3, 7
2021/4/17, 83, 24, 28, 14, 3, 7
2021/4/18, 91, 27, 16, 20, 2, 9
2021/4/19, 119, 26, 36, 18, 2, 7
2021/4/20, 86, 28, 38, 13, 3, 7
2021/4/21, 102, 21, 27, 12, 2, 6
2021/4/22, 76, 22, 28, 11, 2, 5
2021/4/23, 65, 26, 37, 10, 2, 5
2021/4/24, 70, 24, 36, 7, 1, 5
2021/4/25, 55, 26, 33, 10, 2, 6
2021/4/26, 64, 29, 41, 12, 1, 5
2021/4/27, 68, 39, 48, 17, 1, 6
2021/4/28, 75, 37, 35, 22, 1, 8
2021/4/29, 77, 20, 44, 14, 1, 7
2021/4/30, 65, 18, 27, 8, , 6
2021/5/1, 96, 10, 35, 4, , 5
2021/5/2, 56, 12, 39, 5, , 4
2021/5/3, 40, 23, 43, 16, , 6
2021/5/4, 57, 19, 38, 15, , 4
2021/5/5, 41, 13, 31, 8, 1, 4
2021/5/6, 31, 11, 30, 8, , 4
2021/5/7, 31, 16, 36, 11, , 3
2021/5/8, 43, 22, 42, 15, , 5
2021/5/9, 47, 21, 40, 20, , 6
2021/5/10, 41, 20, 52, 18, 1, 4
2021/5/11, 52, 19, 50, 13, 1, 4
2021/5/12, 55, 15, 31, 12, 1, 4
2021/5/13, 63, 8, 21, 8, , 4
2021/5/14, 65, 7, 39, 8, , 4
2021/5/15, 47, 6, 27, 9, , 4
2021/5/16, 37, 9, 24, 13, , 5
2021/5/17, 48, 7, 22, 8, , 4
2021/5/18, 45, 9, 31, 10, 1, 4
2021/5/19, 60, 10, 39, 11, , 4
2021/5/20, 44, 9, 38, 10, , 3
2021/5/21, 42, 8, 29, 11, , 4
2021/5/22, 33, 5, 33, 9, , 3
2021/5/23, 30, 11, 35, 12, , 4
2021/5/24, 43, 7, 21, 13, , 4
2021/5/25, 45, 10, 35, 14, , 4
2021/5/26, 34, 9, 34, 10, , 3
2021/5/27, 33, 9, 32, 10, 1, 3
2021/5/28, 45, 7, 26, 9, , 3
2021/5/29, 43, 8, 33, 7, , 3
2021/5/30, 43, 11, 34, 9, , 4
2021/5/31, 51, 15, 40, 18, , 4
2021/6/1, 50, 16, 40, 18, , 4
2021/6/2, 52, 16, 45, 14, , 4
2021/6/3, 47, 16, 51, 15, , 4
2021/6/4, 51, 11, 43, 14, , 4
2021/6/5, 58, 8, 47, 11, 1, 4
2021/6/6, 53, 9, 46, 15, , 4
2021/6/7, 49, 12, 48, 15, 1, 4
2021/6/8, 58, 9, 40, 11, , 4
2021/6/9, 58, 8, 40, 10, , 4
2021/6/10, 42, 8, 33, 13, , 5
2021/6/11, 59, 8, 44, 8, 1, 4
2021/6/12, 56, 6, 28, 3, , 3
2021/6/13, 33, 7, 33, 9, , 4
2021/6/14, 29, 10, 52, 15, , 4
2021/6/15, 48, 11, 56, 18, 1, 5
2021/6/16, 57, 15, 57, 16, , 5
2021/6/17, 63, 12, 53, 16, , 5
2021/6/18, 55, 11, 46, 11, , 4
2021/6/19, 52, 7, 43, 8, , 4
2021/6/20, 42, 11, 50, 12, , 4
2021/6/21, 51, 11, 56, 12, 9, 5
2021/6/22, 58, 15, 36, 10, 1, 5
2021/6/23, 72, 14, 54, 12, 1, 6
2021/6/24, 71, 8, 26, 11, 1, 5
2021/6/25, 50, 8, 30, 10, 1, 4
2021/6/26, 59, 9, 46, 9, 1, 4
2021/6/27, 58, 9, 58, 14, 1, 5
2021/6/28, 56, 11, 49, 15, 1, 5
2021/6/29, 60, 7, 46, 8, 1, 4
2021/6/30, 35, 7, 30, 10, 2, 4
2021/1/4, 139, 17, 3, 10, 2, 8
2021/1/5, 65, 25, 3, 11, 2, 9
2021/1/6, 96, 27, 11, 12, 3, 10
2021/1/7, 102, 25, 9, 18, 3, 9
2021/1/8, 79, 24, 8, 11, 5, 8
2021/1/9, 91, 35, 8, 14, 5, 9
2021/1/10, 120, 53, 9, 20, 3, 14
2021/1/11, 143, 44, 16, 18, 3, 13
2021/1/12, 129, 15, 18, 11, 3, 6
2021/1/13, 61, 18, 17, 14, 3, 7
2021/1/14, 67, 20, 18, 13, 5, 6
2021/1/15, 71, 19, 21, 9, 5, 6
2021/1/16, 66, 25, 22, 9, 3, 6
2021/1/17, 91, 51, 14, 20, 10, 10
2021/1/18, 155, 37, 25, 27, 5, 13
2021/1/19, 116, 26, 16, 32, 3, 15
2021/1/20, 63, 47, 2, 45, 3, 20
2021/1/21, 127, 40, 14, 39, 2, 21
2021/1/22, 105, 19, 16, 23, 3, 13
2021/1/23, 75, 18, 12, 11, 4, 9
2021/1/24, 83, 18, 16, 14, 4, 8
2021/1/25, 72, 21, 17, 12, 4, 6
2021/1/26, 88, 22, 17, 15, 5, 5
2021/1/27, 87, 32, 17, 19, 4, 8
2021/1/28, 121, 22, 16, 15, 4, 5
2021/1/29, 82, 28, 16, 13, 5, 6
2021/1/30, 109, 20, 19, 14, 4, 5
2021/1/31, 85, 48, 15, 17, 4, 8
2021/2/1, 139, 55, 4, 31, 4, 13
2021/2/2, 156, 35, 13, 28, 3, 15
2021/2/3, 111, 13, 22, 10, 2, 6
2021/2/4, 51, 27, 19, 13, 3, 6
2021/2/5, 93, 21, 25, 7, 2, 4
2021/2/6, 76, 23, 22, 4, 2, 3
2021/2/7, 78, 27, 18, 16, 4, 5
2021/2/8, 94, 58, 9, 25, 10, 9
2021/2/9, 162, 56, 16, 19, 6, 9
2021/2/10, 158, 32, 23, 12, 6, 5
2021/2/11, 105, 28, 21, 14, 7, 5
2021/2/12, 87, 40, 20, 15, 10, 6
2021/2/13, 130, 24, 28, 9, 5, 4
2021/2/14, 90, 40, 23, 21, 7, 8
2021/2/15, 128, 59, 6, 35, 6, 12
2021/2/16, 159, 36, 17, 25, 5, 9
2021/2/17, 127, 36, 17, 20, 3, 9
2021/2/18, 116, 48, 15, 26, 3, 11
2021/2/19, 153, 45, 26, 25, 3, 12
2021/2/20, 138, 45, 22, 25, 2, 12
2021/2/21, 128, 52, 16, 30, 3, 13
2021/2/22, 140, 46, 15, 20, 3, 11
2021/2/23, 143, 72, 14, 28, 5, 15
2021/2/24, 156, 85, 12, 33, 4, 17
2021/2/25, 166, 52, 25, 16, 4, 10
2021/2/26, 126, 19, 22, 8, 2, 4
2021/2/27, 76, 25, 24, 8, 3, 4
2021/2/28, 88, 28, 16, 14, 3, 5
2021/3/1, 84, 48, 19, 20, 4, 8
2021/3/2, 131, 57, 22, 23, 4, 11
2021/3/3, 130, 42, 18, 11, 5, 7
2021/3/4, 137, 20, 21, 13, 1, 5
2021/3/5, 79, 31, 24, 12, 4, 5
2021/3/6, 103, 25, 32, 9, 3, 5
2021/3/7, 86, 25, 24, 18, 4, 6
2021/3/8, 92, 47, 28, 19, 4, 7
2021/3/9, 118, 46, 34, 23, 3, 7
2021/3/10, 114, 41, 29, 25, 2, 8
2021/3/11, 113, 19, 26, 14, 2, 6
2021/3/12, 60, 26, 32, 14, 2, 7
2021/3/13, 58, 12, 33, 6, 2, 4
2021/3/14, 38, 35, 24, 18, 4, 7
2021/3/15, 93, 37, 19, 19, 4, 10
2021/3/16, 120, 21, 27, 10, 2, 5
2021/3/17, 78, 21, 28, 12, 2, 5
2021/3/18, 66, 36, 24, 19, 4, 7
2021/3/19, 116, 16, 23, 8, 3, 5
2021/3/20, 63, 20, 27, 7, 3, 5
2021/3/21, 86, 18, 33, 11, 2, 5
2021/3/22, 58, 27, 24, 12, 5, 5
2021/3/23, 100, 26, 23, 14, 5, 6
2021/3/24, 99, 52, 30, 22, 5, 9
2021/3/25, 137, 57, 38, 25, 4, 10
2021/3/26, 149, 39, 41, 15, 2, 8
2021/3/27, 99, 20, 33, 11, 2, 5
2021/3/28, 61, 33, 28, 17, 2, 7
2021/3/29, 100, 34, 13, 20, 3, 9
2021/3/30, 108, 54, 33, 20, 3, 10
2021/3/31, 113, 35, 48, 14, 2, 8
2020/10/1, 46, 20, 12, 14, 1, 7
2020/10/2, 66, 22, 25, 14, 2, 6
2020/10/3, 63, 16, 28, 14, 1, 5
2020/10/4, 32, 22, 19, 17, 1, 6
2020/10/5, 39, 24, 22, 17, 1, 6
2020/10/6, 42, 26, 13, 15, 1, 6
2020/10/7, 63, 24, 9, 14, 2, 7
2020/10/8, 83, 34, 14, 16, 1, 9
2020/10/9, 75, 27, 14, 12, 1, 8
2020/10/10, 70, 13, 14, 6, 1, 4
2020/10/11, 57, 11, 14, 11, 1, 5
2020/10/12, 43, 8, 14, 13, 1, 5
2020/10/13, 37, 10, 16, 14, 1, 5
2020/10/14, 24, 13, 11, 10, 1, 6
2020/10/15, 49, 15, 5, 9, 1, 7
2020/10/16, 73, 8, 10, 7, 1, 4
2020/10/17, 37, 11, 18, 5, 2, 3
2020/10/18, 55, 20, 14, 11, 2, 5
2020/10/19, 65, 39, 21, 20, 1, 9
2020/10/20, 82, 48, 10, 23, 2, 10
2020/10/21, 105, 43, 11, 18, 2, 10
2020/10/22, 130, 46, 6, 17, 2, 10
2020/10/23, 143, 34, 11, 11, 2, 9
2020/10/24, 124, 28, 6, 9, 1, 8
2020/10/25, 119, 37, 20, 16, 1, 9
2020/10/26, 79, 38, 21, 21, 2, 9
2020/10/27, 76, 43, 7, 15, 2, 8
2020/10/28, 126, 22, 15, 10, 1, 7
2020/10/29, 83, 15, 15, 11, 1, 6
2020/10/30, 56, 17, 22, 12, 1, 5
2020/10/31, 56, 27, 6, 11, 1, 7
2020/11/1, 109, 29, 1, 15, 1, 12
2020/11/2, 119, 26, 6, 12, 2, 9
2020/11/3, 91, 17, 14, 13, 1, 6
2020/11/4, 64, 25, 11, 13, 1, 6
2020/11/5, 83, 34, 13, 15, 2, 7
2020/11/6, 113, 39, 14, 15, 2, 8
2020/11/7, 136, 32, 12, 13, 2, 9
2020/11/8, 113, 42, 15, 12, 1, 9
2020/11/9, 145, 23, 12, 11, 1, 6
2020/11/10, 83, 23, 9, 8, 1, 6
2020/11/11, 89, 35, 8, 14, 1, 7
2020/11/12, 110, 28, 10, 16, 2, 8
2020/11/13, 75, 32, 6, 12, 2, 8
2020/11/14, 125, 41, 9, 14, 3, 11
2020/11/15, 135, 28, 5, 13, 2, 8
2020/11/16, 99, 33, 8, 15, 3, 8
2020/11/17, 109, 35, 10, 19, 2, 8
2020/11/18, 102, 33, 17, 12, 2, 9
2020/11/19, 99, 21, 18, 13, 2, 5
2020/11/20, 67, 34, 17, 16, 2, 7
2020/11/21, 113, 27, 21, 9, 4, 7
2020/11/22, 103, 25, 11, 12, 4, 6
2020/11/23, 92, 33, 13, 17, 3, 8
2020/11/24, 103, 51, 3, 22, 3, 12
2020/11/25, 162, 44, 8, 15, 3, 9
2020/11/26, 140, 34, 2, 13, 4, 8
2020/11/27, 146, 21, 6, 11, 3, 7
2020/11/28, 103, 15, 5, 7, 2, 6
2020/11/29, 80, 27, 4, 13, 3, 9
2020/11/30, 132, 30, 6, 19, 2, 10
2020/12/1, 105, 34, 8, 14, 1, 8
2020/12/2, 142, 53, 6, 22, 2, 11
2020/12/3, 164, 31, 15, 23, 2, 11
2020/12/4, 101, 24, , 29, , 11
2020/12/5, 73, 18, , 13, , 8
2020/12/6, 75, 19, 6, 10, 3, 6
2020/12/7, 78, 23, 7, 11, 2, 8
2020/12/8, 100, 29, 6, 10, 2, 7
2020/12/9, 117, 24, 5, 10, 2, 7
2020/12/10, 103, 38, 2, 14, 2, 11
2020/12/11, 149, 26, 6, 14, 1, 8
2020/12/12, 118, 19, 2, 12, 3, 8
2020/12/13, 89, 22, 12, 17, 3, 8
2020/12/14, 90, 38, 6, 16, 1, 10
2020/12/15, 145, 49, 2, 19, 3, 15
2020/12/16, 171, 52, 1, 18, 4, 13
2020/12/17, 172, 38, 1, 15, 4, 12
2020/12/18, 141, 32, 2, 15, 3, 11
2020/12/19, 136, 33, 2, 16, 2, 11
2020/12/20, 145, 45, 1, 17, 2, 13
2020/12/21, 156, 43, 4, 18, 2, 16
2020/12/22, 153, 21, 3, 16, 2, 12
2020/12/23, 89, 18, 14, 12, 2, 11
2020/12/24, 77, 9, 18, 5, 2, 4
2020/12/25, 41, 13, 18, 8, 3, 5
2020/12/26, 68, 18, 18, 12, 2, 8
2020/12/27, 83, 11, 23, 15, 2, 7
2020/12/28, 41, 14, 25, 15, 2, 8
2020/12/29, 30, 26, 14, 22, 2, 11
2020/12/30, 81, 30, 5, 15, 5, 9
2020/12/31, 107, 33, 10, 12, 3, 7
2021/1/1, 109, 39, 4, 14, 2, 11
2021/1/2, 123, 41, 4, 17, 2, 13
2021/1/3, 132, 44, 4, 17, 2, 13
2020/7/1, 38, 13, 30, 12, , 4
2020/7/2, 38, 14, 20, 7, , 4
2020/7/3, 57, 16, 37, 8, , 4
2020/7/4, 53, 14, 31, 7, , 4
2020/7/5, 46, 12, 22, 7, , 4
2020/7/6, 35, 14, 22, 6, 1, 3
2020/7/7, 30, 15, 22, 8, , 3
2020/7/8, 40, 14, 27, 10, , 4
2020/7/9, 45, 21, 32, 15, 1, 5
2020/7/10, 51, 11, 22, 7, , 3
2020/7/11, 31, 12, 22, 7, , 3
2020/7/12, 29, 15, 18, 9, 1, 4
2020/7/13, 35, 16, 31, 13, , 4
2020/7/14, 29, 14, 33, 12, , 4
2020/7/15, 43, 12, 21, 10, , 5
2020/7/16, 50, 17, 24, 11, 1, 4
2020/7/17, 60, 16, 24, 11, , 5
2020/7/18, 60, 16, 33, 10, , 4
2020/7/19, 52, 15, 33, 10, , 4
2020/7/20, 48, 20, 25, 10, 1, 4
2020/7/21, 65, 19, 36, 11, , 
2020/7/23, 45, 21, 41, 13, , 4
2020/7/24, 53, 16, 41, 8, 1, 4
2020/7/25, 52, 14, 37, 9, , 4
2020/7/26, 47, 17, 37, 12, , 5
2020/7/27, 50, 16, 30, 14, , 5
2020/7/28, 48, 15, 40, 11, , 4
2020/7/29, 53, 17, 45, 14, 1, 5
2020/7/30, 57, 17, 37, 14, 1, 4
2020/7/31, 48, 12, 29, 9, , 4
2020/8/1, 41, 10, 34, 10, , 4
2020/8/2, 44, 14, 32, 14, , 5
2020/8/3, 52, 12, 22, 9, 1, 5
2020/8/4, 65, 9, 21, 8, , 4
2020/8/5, 43, 18, 35, 15, , 5
2020/8/6, 60, 23, 49, 20, , 6
2020/8/7, 77, 20, 43, 14, , 5
2020/8/8, 82, 14, 37, 11, , 5
2020/8/9, 67, 11, 38, 12, , 5
2020/8/10, 63, 13, 33, 16, , 5
2020/8/11, 54, 12, 39, 14, 1, 5
2020/8/12, 47, 14, 45, 16, , 5
2020/8/13, 53, 14, 47, 15, , 5
2020/8/14, 59, 11, 38, 6, 1, 4
2020/8/15, 58, 9, 37, 7, , 4
2020/8/16, 47, 9, 29, 11, , 5
2020/8/17, 53, 7, 19, 13, , 5
2020/8/21, 52, 18, 37, 11, , 5
2020/8/22, 52, 10, 24, 7, , 4
2020/8/23, 42, 16, 30, 10, , 4
2020/8/24, 43, 19, 26, 13, 1, 5
2020/8/25, 47, 22, 28, 13, , 5
2020/8/26, 40, 16, 22, 8, 1, 3
2020/8/27, 24, 18, 29, 13, , 5
2020/8/28, 41, 16, 30, 9, 1, 5
2020/8/29, 47, 17, 34, 12, 1, 5
2020/8/30, 50, 11, 27, 8, , 4
2020/8/31, 22, 8, 18, 8, 1, 5
2020/9/1, 39, 12, 18, 10, 1, 5
2020/9/2, 29, 16, 26, 13, , 5
2020/9/3, 42, 14, 27, 11, , 5
2020/9/4, 45, 11, 22, 11, , 4
2020/9/5, 41, 7, 16, 7, , 4
2020/9/6, 39, 12, 20, 13, 1, 5
2020/9/7, 54, 13, 26, 9, , 5
2020/9/8, 49, 12, 30, 13, , 5
2020/9/9, 53, 11, 9, 13, , 6
2020/9/10, 58, 15, 26, 17, 1, 6
2020/9/11, 51, 13, 28, 16, , 6
2020/9/12, 55, 12, 34, 13, , 5
2020/9/13, 65, 15, 29, 20, 1, 7
2020/9/14, 66, 18, 33, 19, , 7
2020/9/15, 81, 16, 30, 17, , 9
2020/9/16, 80, 11, 17, 13, , 6
2020/9/17, 60, 9, 22, 12, , 5
2020/9/18, 32, 12, 28, 16, , 6
2020/9/19, 52, 14, 25, 12, 1, 5
2020/9/20, 68, 16, 30, 20, , 7
2020/9/21, 57, 26, 35, 24, , 8
2020/9/22, 73, 26, 13, 26, , 8
2020/9/23, 79, 14, 25, 19, , 7
2020/9/24, 77, 13, 23, 21, , 7
2020/9/25, 67, 4, 22, 7, , 5
2020/9/26, 32, 4, 15, 7, 1, 3
2020/9/27, 18, 12, 7, 16, 3, 6
2020/9/28, 47, 8, 11, 10, , 6
2020/9/29, 67, 15, 5, 13, 1, 6
